Registration Type,Corporation Name,Trade Name,Business Address,Business Address2,City,State,Zip,Phone Number,# ASE Certified Mechanics,Tow Storage Address ,Tow Storage 2,Tow Storage City,Tow Storage State,Tow Storage Zip,Tow Storage Phone,Issue Date,Expiration,Registration No.,Location
Corporation,T.R. Ltd.,Raley's Emergency Road Service,11411 Rockville Pike,,Kensington,MD,,,0,,,,,,,01/02/1984,01/02/1987,84-MT-000407,"11411 Rockville Pike
Kensington, MD"
Sole Proprietorship,,Air Park Auto Repair Experts,8073 Snouffers School Road,,Gaithersburg,MD,20879,(301) 921-7898,0,,,,,,,12/11/2002,11/10/2003,02-MT-001230,"8073 Snouffers School Road
Gaithersburg, MD 20879
(39.162029, -77.165384)"
Sole Proprietorship,,Beahm's Auto Service,944 Sligo Avenue,,Silver Spring,MD,20910,(301) 587-0727,0,,,,,,,04/04/2022,04/04/2025,21-MT-007633,"944 Sligo Avenue
Silver Spring, MD 20910
(38.990243, -77.025444)"
Corporation,"JL Auto Services, LLC","JL Auto Services, LLC","8041 Queenair Drive, Unit #8",,Gaithersburg,MD,,(240) 477-5395,0,,,,,,,09/25/2014,09/25/2017,14-MT-002069,"8041 Queenair Drive, Unit #8
Gaithersburg, MD
(39.17122, -77.164258)"
Corporation,Emerald City Automotive Ltd.,Emerald City Automotive,19211-E Chennault Way,,Gaithersburg,MD,,(301) 963-3317,0,,,,,,,01/08/2017,01/08/2020,17-MT-000994,"19211-E Chennault Way
Gaithersburg, MD
(39.171144, -77.156968)"
Sole Proprietorship,,Anaya's Auto Repair,,,Langley Park,MD,20783,(301) 277-0991,0,,,,,,,04/26/1997,04/26/2000,97-MT-000463,"Langley Park, MD 20783
(38.996724, -76.970103)"
Corporation,"Stronghold Towing, LLC",Stronghold Towing,23820 Woodfield Road,,Gaithersburg,MD,20882,(301) 916-0660,0,98 DERWOOD  CIRCLE,,ROCKVILLE,MARYLAND,20875,(301) 916-0660,08/14/2023,08/14/2026,17-MT-001256,"23820 Woodfield Road
Gaithersburg, MD 20882
(39.247590983, -77.191893001)"
Corporation,"Raley's Road Service of Md., Inc.",Road Service,8209 Cryden Way,,Forestivlle,MD,,(301) 736-1200,1,,,,,,,03/08/2000,02/26/2003,00-MT-001061,"8209 Cryden Way
Forestivlle, MD
(38.847448, -76.864703)"
Sole Proprietorship,,"Manasse's GM, Toyota Serv. Center",1115 East-West Hwy.,,Silver Spring,MD,20910,(301) 864-4514,0,,,,,,,02/25/1996,04/14/1999,96-MT-001003,"1115 East-West Hwy.
Silver Spring, MD 20910
(38.988542, -77.027643)"
Corporation,"Automobile Diagnostic Center, Inc.",Automobile Diagnostic Center,4233 Howard Avenue,ground floor,Kensington,MD,20895,(240) 413-5457,1,,,,,,,02/23/2023,02/23/2026,13-MT-000509,"4233 Howard Avenue
Kensington, MD 20895
(39.0314, -77.08357)"
Sole Proprietorship,,Y.P.S. Auto Service,100-A N. Stone Street,,Rockville,MD,20850,(301) 424-2026,0,,,,,,,04/19/1996,04/19/1997,96-MT-000606,"100-A N. Stone Street
Rockville, MD 20850
(39.086028, -77.147099)"
Corporation,"I & D General Mechanic & Transmission, Inc.",I & D General Mechanic & Transmission,11337 Elkin Street,,Wheaton,MD,,(301) 949-7850,0,,,,,,,09/07/2005,07/29/2008,05-MT-001403,"11337 Elkin Street
Wheaton, MD
(39.04138, -77.050384)"
Corporation,"Circuit City Stores, Inc. #846",Circuit City,602-A Quince Orchard Road,,Gaithersburg,MD,,(301) 990-3959,0,,,,,,,05/19/2007,06/04/2009,07-MT-000789,"602-A Quince Orchard Road
Gaithersburg, MD
(39.141909, -77.221203)"
Corporation,"Ray's Auto Repair, LLC",Ray's Auto Repair,10001 LEWIS DRIVE SUITE D,,DAMASCUS,Maryland,20872,(301) 253-1934,1,,,,,,,06/26/2018,06/26/2021,15-MT-002080,"10001 LEWIS DRIVE SUITE D
DAMASCUS, Maryland 20872
(39.290612, -77.206724)"
Corporation,"Morgan Tire & Auto, Inc.","Tires Plus, #8061",15412 Old Columbia Pike,,Burtonsville,MD,,(301) 384-4141,1,,,,,,,03/02/2017,03/02/2020,17-MT-000204,"15412 Old Columbia Pike
Burtonsville, MD
(39.108638, -76.936264)"
Corporation,"All Season Window Tinting, Inc.",The Tint Shop,15919 Frederick Road,,Rockville,MD,,(301) 774-5954,0,,,,,,,06/05/1999,06/05/2002,99-MT-000575,"15919 Frederick Road
Rockville, MD
(39.116476, -77.167507)"
Corporation,"ADHOC, Inc.",Neighborhood Amoco,12301 Darnestown Road,,Gaithersburg,MD,,(301) 869-9133,2,,,,,,,10/19/1998,10/19/1999,98-MT-000388,"12301 Darnestown Road
Gaithersburg, MD
(39.118254, -77.255561)"
Corporation,"SM Auto Repair, LLC","SM Auto Repair, LLC",100 N. Stonestreet Avenue,,Rockville,MD,,(301) 545-1126,1,,,,,,,06/05/2013,06/05/2016,13-MT-001976,"100 N. Stonestreet Avenue
Rockville, MD
(39.086028, -77.147099)"
Corporation,"Pro Imports, Inc.",Pro- Imports,12343 Carroll Avenue,,Rockville,MD,,(301) 881-4905,0,,,,,,,10/07/2006,10/28/2008,06-MT-001125,"12343 Carroll Avenue
Rockville, MD
(39.059673, -77.114055)"
Corporation,"Benjamin's Auto, Inc.","Benjamin's Auto, Inc.",943 Selim Road,,Silver Spring,MD,,(301) 495-3775,0,,,,,,,09/20/2016,09/20/2019,00-MT-000927,"943 Selim Road
Silver Spring, MD
(38.988546, -77.025623)"
Corporation,"M & M Towing & Recovery, Inc.","M & M Towing & Recovery, Inc.",126 N. Frederick Avenue,,Gaithersburg,MD,,(301) 670-3936,0,,,,,,,12/29/1995,12/29/1998,95-MT-001897,"126 N. Frederick Avenue
Gaithersburg, MD
(39.143802, -77.201427)"
Corporation,"D.H. II, Inc.",Executive Sunoco,6060 Montrose RD,,Rockville,Maryland,20852,(301) 230-0120,1,,,,,,,12/17/2018,12/17/2021,16-MT-000061,"6060 Montrose RD
Rockville, Maryland 20852
(39.052757, -77.12282)"
Corporation,HHTJ SERVICES LLC,HHTJ SERVICES LLC,7911 Beechcraft Avenue,C,Gaithersburg,MD,20879,(240) 437-2319,1,,,,,,,08/16/2021,08/16/2024,20-MT-004036,"7911 Beechcraft Avenue
Gaithersburg, MD 20879
(39.163962, -77.163128)"
Partnership,,GT Racing Zone,,,,,,,0,,,,,,,10/23/2007,10/23/2008,07-MT-001651,
Corporation,"AE & MK, Inc.",Colonial Shell,4101 Randolph Road,,Wheaton,MD,20906,(301) 942-3736,0,,,,,,,11/03/2020,11/03/2021,20-MT-005366,"4101 Randolph Road
Wheaton, MD 20906
(39.057242, -77.080942)"
Sole Proprietorship,,Brookville Auto Services,2729-G Garfield Avenue,,Silver Spring,MD,20910,(240) 838-9356,0,,,,,,,01/12/2010,01/12/2011,10-MT-001200,"2729-G Garfield Avenue
Silver Spring, MD 20910
(39.001805, -77.056185)"
Corporation,"Bridgestone Retail Operations, LLC",Firestone Store,11500 Georgia Avenue,,Wheaton,MD,,(301) 942-8120,2,,,,,,,02/13/2015,02/13/2018,15-MT-000378,"11500 Georgia Avenue
Wheaton, MD
(39.043654, -77.052141)"
Corporation,"HP Kellys Towing, LLC",Fox Towing,12527 Parklawn Drive,,Rockville,MD,,(301) 974-9269,0,12527 Parklawn Drive,,Rockville,Maryland,20852-,(301) 610-7757,08/05/2011,08/05/2014,11-MT-001387,"12527 Parklawn Drive
Rockville, MD
(39.061604, -77.117598)"
Corporation,"Clifton Park Exxon, Inc.",Clifton Park Exxon,701 University Blvd. East,,Silver Spring,MD,,(301) 434-5560,0,,,,,,,02/19/1996,01/19/1999,96-MT-000289,"701 University Blvd. East
Silver Spring, MD
(38.999243, -76.995297)"
Corporation,"J & R Paintworks, Inc.",Brookville Auto Body,2653 Garfield Avenue,,Silver Spring,MD,,(301) 587-1959,0,,,,,,,05/09/2001,05/09/2004,00-MT-000892,"2653 Garfield Avenue
Silver Spring, MD
(39.001653, -77.05468)"
Corporation,"Wilson Vilma, Inc.",Wilson Auto Body Repair,1004 Ripley Street,,Silver Spring,MD,,(301) 588-2942,0,,,,,,,10/22/2005,10/22/2008,05-MT-001039,"1004 Ripley Street
Silver Spring, MD
(38.992477, -77.027129)"
Corporation,"Bill Hamm's Car Care Center, Inc.",Car Care Center,7406 Westmore Road,,Rockville,MD,,(301) 294-9155,0,,,,,,,06/05/2016,06/06/2019,16-MT-000956,"7406 Westmore Road
Rockville, MD
(39.099398, -77.151747)"
Corporation,"Poolesville Citgo Service Center, Inc.",Poolesville Citgo Service Center,20021 Fisher Avenue,,Poolesville,MD,,(301) 972-8192,0,,,,,,,03/27/2000,03/27/2003,00-MT-000129,"20021 Fisher Avenue
Poolesville, MD
(39.146343, -77.417998)"
Sole Proprietorship,,Sono's Auto Repair,14718 Crosswood Terrace,,Burtonsville,MD,20866,(301) 237-5938,0,,,,,,,01/03/2023,01/03/2026,22-MT-012980,"14718 Crosswood Terrace
Burtonsville, MD 20866
(39.09639, -76.92238)"
Corporation,GRAEVES TIRE & APPLIANCE CO.,Wheaton Graeves Tire & Auto,2401 University Blvd. West,,Wheaton,MD,,(301) 949-0211,3,,,,,,,09/24/1998,06/08/1999,98-MT-000704,"2401 University Blvd. West
Wheaton, MD
(39.041667, -77.050598)"
Sole Proprietorship,,Auto Service Center By Bill,8100-A Beechcraft Avenue,,Gaithersburg,MD,20879,(301) 977-5003,1,,,,,,,02/18/1998,01/22/2001,98-MT-000510,"8100-A Beechcraft Avenue
Gaithersburg, MD 20879
(39.16551, -77.165776)"
Corporation,"First 1 Class Towing & Recovery, LLC",First 1 Class Towing & Recovery,"14427 Parkvale Road, Unit 3",,Rockville,MD,,(301) 881-8085,0,,,,,,,07/05/2012,07/06/2015,12-MT-001507,"14427 Parkvale Road, Unit 3
Rockville, MD
(39.093286, -77.112622)"
Corporation,STK Automotive Inc.,Aamco of Gaithersburg,943 North Frederick Avenue,,Gaithersburg,MD,20879,(301) 977-2700,0,,,,,,,08/04/2017,08/04/2020,17-MT-001388,"943 North Frederick Avenue
Gaithersburg, MD 20879
(39.157671, -77.217869)"
Corporation,"RVR Diversified Ventures, LLC",Dr. Motorworx,5711 Wicomico Avenue,,Rockville,MD,,(301) 770-1812,1,,,,,,,06/27/1996,06/27/1998,96-MT-000529,"5711 Wicomico Avenue
Rockville, MD
(39.060741, -77.11587)"
Sole Proprietorship,,Performance Unlimited & Auto Serv.,7408-J Westmore Road,,Rockville,MD,20850,(301) 309-0030,1,,,,,,,01/08/1994,01/08/1996,94-MT-001096,"7408-J Westmore Road
Rockville, MD 20850
(39.099398, -77.151747)"
Sole Proprietorship,,Acclaim Auto Body,10515 Summit Avenue,,Kensington,MD,20895,(301) 530-5554,0,,,,,,,05/25/1995,05/25/1998,95-MT-000524,"10515 Summit Avenue
Kensington, MD 20895
(39.028797, -77.07883)"
Corporation,"Merchant's, Inc.",Merchant's Tire & Auto Ct. #06078,9315 Georgia Avenue,,Silver Spring,MD,,(301) 587-0291,0,,,,,,,03/21/2001,03/21/2004,01-MT-000066,"9315 Georgia Avenue
Silver Spring, MD
(39.007649, -77.039809)"
Corporation,The Steiding Corporation,Kenwood Auto Body - Bethesda,5202 River Road,,Bethesda,Maryland,20816,(301) 654-3333,0,,,,,,,05/27/2022,05/27/2023,22-MT-013133,"5202 River Road
Bethesda, Maryland 20816
(38.964777, -77.103799)"
Corporation,"Tao Services, Inc.",Del Mercado Shell,2201 Bel Pre Road,,Silver Spring,MD,,(301) 598-6150,1,,,,,,,03/04/2007,03/04/2010,07-MT-000211,"2201 Bel Pre Road
Silver Spring, MD
(39.090516, -77.046475)"
Corporation,"A K P Services, Inc.",Superior Towing Service,9518 Pleasant Plains Road,,Damascus,MD,,(301) 540-9100,0,19515 Waters Road,,Germantown,MD,20874-,(301) 540-9100,03/13/2003,02/22/2006,03-MT-001906,"9518 Pleasant Plains Road
Damascus, MD
(39.288484, -77.197586)"
Sole Proprietorship,,J & N Towing Services,1813 Blueridge Avenue,,Silver Spring,MD,20902,(301) 649-5290,0,,,,,,,10/03/2015,10/03/2018,15-MT-001916,"1813 Blueridge Avenue
Silver Spring, MD 20902
(39.042926, -77.042139)"
Corporation,Elite Mobile Mechanics,Elite Mobile Mechanics,6008 Berkshire Drive,,Bethesda,MD,,(240) 482-9739,0,,,,,,,11/14/2011,11/13/2012,11-MT-001936,"6008 Berkshire Drive
Bethesda, MD
(39.023301, -77.120339)"
Corporation,"Chesapeake Service Center, Inc.",Chesapeake Service Center,19211 Chennault Way,,Gaithersburg,MD,,(301) 840-9650,2,,,,,,,10/10/2005,10/06/2008,05-MT-000028,"19211 Chennault Way
Gaithersburg, MD
(39.171144, -77.156968)"
Corporation,"Dan Roadside Services, LLC",Dan Roadside Services,8154 Beechcraft Ave.,,Gaithersburg,MD,,(301) 500-6351,0,,,,,,,09/15/2017,09/15/2018,17-MT-002201,"8154 Beechcraft Ave.
Gaithersburg, MD
(39.165408, -77.165606)"
Corporation,"Costigan's All American Towing & Rec., Inc.",All American Towing & Recovery,7548 Rickenbacker Drive,,Gaithersburg,MD,,(301) 515-1400,0,,,,,,,01/13/2002,01/13/2005,02-MT-000729,"7548 Rickenbacker Drive
Gaithersburg, MD
(39.173132, -77.154939)"
Sole Proprietorship,,Jets Towing,17616 Longdraft Road,,Gaithersburg,MD,20878,(240) 464-3756,0,,,,,,,02/07/2012,02/07/2015,12-MT-001488,"17616 Longdraft Road
Gaithersburg, MD 20878
(39.145619, -77.237979)"
Corporation,"Amstar Transmission, Inc.",Amstar Transmission,2608 Garfield Avenue,,Silver Spring,MD,20910,(301) 495-0006,0,,,,,,,03/22/2023,03/22/2024,17-MT-001765,"2608 Garfield Avenue
Silver Spring, MD 20910
(39.00136, -77.05455)"
Corporation,"JHLM, Inc.",Aspen Hill Shelll,4001 Aspen Hill Road,,Silver Spring,MD,20906,(301) 460-3414,0,,,,,,,01/23/2023,01/23/2026,16-MT-000050,"4001 Aspen Hill Road
Silver Spring, MD 20906
(39.08027, -77.08008)"
Corporation,"The Washingtonian Lube Center, Inc.",The Lube Center,10007 Fields Road,,Gaithersburg,MD,,(301) 330-9860,0,,,,,,,08/08/2010,08/08/2013,00-MT-000912,"10007 Fields Road
Gaithersburg, MD
(39.116289, -77.206826)"
Corporation,"Wintergreen Mobil, Inc.",Wintergreen Mobil,890 Rockville Pike,,Rockville,MD,,(301) 762-1660,0,,,,,,,01/28/2015,01/28/2018,15-MT-002076,"890 Rockville Pike
Rockville, MD
(39.074642, -77.13584)"
Corporation,"Responsible Parking Management, LLC",RPM Towing,15815 Paramount Drive,,Rockville,MD,,(301) 990-7151,0,15815 Paramount Drive,,Rockville,Maryland,20855-,(301) 990-7151,11/06/2013,11/06/2016,13-MT-002003,"15815 Paramount Drive
Rockville, MD
(39.115885, -77.16257)"
Corporation,Milestone Liberty LLC,Milestone Liberty LLC,21101 Frederick Road,,Germantown,MD,20876,(301) 353-8440,0,,,,,,,04/27/2021,04/27/2022,21-MT-007639,"21101 Frederick Road
Germantown, MD 20876
(39.203737, -77.245727)"
Corporation,"Jamie's Automotive, LLC","Jamie's Automotive, LLC",601 Dover Rd,Suite 8,Rockville,MD,20850,(301) 461-7635,0,,,,,,,07/12/2018,07/12/2021,16-MT-001951,"601 Dover Rd
Rockville, MD 20850
(39.098037, -77.14229)"
Corporation,Chesapeake Auto Recovery Systems,Chesapeake Auto Recovery Systems,15520 Riding Stable Road,,Laurel,MD,,(301) 206-3132,0,,,,,,,11/15/1997,11/15/1998,97-MT-001895,"15520 Riding Stable Road
Laurel, MD
(39.111114, -76.909436)"
Corporation,The Autohaus Corp.,The Autohaus,2729 Garfield Avenue,,Silver Spring,MD,,(301) 587-4108,1,,,,,,,12/24/1995,12/24/1998,95-MT-000991,"2729 Garfield Avenue
Silver Spring, MD
(39.001805, -77.056185)"
Corporation,"Brittain's Auto Service, Inc.",Brittain's Auto Service,14630 Southlawn Lane Bay-D,,Rockville,MD,,(301) 340-0116,0,,,,,,,02/10/2013,02/11/2016,13-MT-000952,"14630 Southlawn Lane Bay-D
Rockville, MD
(39.095024, -77.140589)"
Corporation,Gaithersburg Enterprises Inc,Goshen Sunoco,20050 Goshen Rd,,Gaithersburg,MD,20879,(301) 977-3200,0,,,,,,,06/18/2019,06/18/2020,19-MT-002729,"20050 Goshen Rd
Gaithersburg, MD 20879
(39.187149, -77.187015)"
Corporation,"Banner Glass, Inc.","Banner Glass, Inc.",7900 Fenton Street,,Silver Spring,MD,,(301) 589-1577,0,,,,,,,01/15/2015,01/15/2018,15-MT-000432,"7900 Fenton Street
Silver Spring, MD
(38.989055, -77.023872)"
Sole Proprietorship,,James Nguyen,"15563 Frederick Rd # E,",,Derwood,Maryland,20855,(301) 309-8945,0,,,,,,,06/09/2022,06/09/2025,21-MT-007670,"15563 Frederick Rd # E,
Derwood, Maryland 20855
(39.111384, -77.161123)"
Corporation,"Golf & Sophon, Inc.",University Valero,3700 University Blvd. W.,Beaver Terrace,Kensington,MD,20895,(301) 946-0604,0,,,,,,,01/16/2023,01/16/2026,16-MT-001566,"3700 University Blvd. W.
Kensington, MD 20895
(39.03335, -77.07299)"
Corporation,"Capital Vespa, Inc.",Vespa Washington,2311 Perkins Place,,Silver Spring,MD,,(301) 562-9611,0,,,,,,,04/02/2006,03/11/2009,06-MT-001795,"2311 Perkins Place
Silver Spring, MD
(39.004156, -77.049808)"
Corporation,"E & F Automotive, Inc.",E & F Automotive Auto Repairs,427-E East Diamond Avenue,,Gaithersburg,MD,,(202) 460-9279,0,,,,,,,01/17/2008,01/17/2009,08-MT-001662,"427-E East Diamond Avenue
Gaithersburg, MD
(39.141934, -77.187762)"
Sole Proprietorship,,Alert Towing,705 Main Street,,Stevensville,MD,21666,(240) 375-7481,0,None Listed,,,,,,12/04/2008,12/04/2011,01-MT-000923,"705 Main Street
Stevensville, MD 21666
(38.97806, -76.308274)"
Sole Proprietorship,,Nomix Custom Auto Body,16840 Oakmont Ave.,,Gaithersburg,MD,20877,(301) 208-8810,0,,,,,,,04/13/1999,09/18/2001,99-MT-000792,"16840 Oakmont Ave.
Gaithersburg, MD 20877
(39.132397, -77.175261)"
Corporation,Euro Motorcars Inc,Commercial Van Service Department,9030 Comprint Court,,Gaithersburg,MD,20877,(301) 881-5160,0,,,,,,,09/17/2018,09/17/2019,18-MT-002356,"9030 Comprint Court
Gaithersburg, MD 20877
(39.120093, -77.186194)"
Corporation,"Jack Abernethy, Inc.",Jack's Back Alley Garage,3840-2 Dupont Avenue,,Kensington,MD,,(301) 942-0383,1,,,,,,,06/05/2006,06/05/2009,06-MT-000136,"3840-2 Dupont Avenue
Kensington, MD
(39.030888, -77.076543)"
Corporation,"Air-Park Auto Cooling Center, Inc.",Air-Park Auto Cooling Center,18725 Mooney Drive,,Gaithersburg,MD,20879-4704,(301) 670-0646,1,,,,,,,07/17/2006,04/08/2008,06-MT-000045,"18725 Mooney Drive
Gaithersburg, MD 20879-4704
(39.163823, -77.163891)"
Corporation,"Washington Xin Xing, Inc.",A Quality Auto Body & Paint,2325 Perking Place,,Silver Spring,MD,,(301) 585-3600,1,,,,,,,06/04/2016,06/05/2019,16-MT-001323,"2325 Perking Place
Silver Spring, MD
(39.004024, -77.049955)"
Corporation,"Castle Ford, Ltd.",Castle Ford Mazda Mitsubishi,3111 Automobile Blvd.,,Silver Spring,MD,,(301) 890-6100,5,,,,,,,09/30/2008,10/30/2011,08-MT-000356,"3111 Automobile Blvd.
Silver Spring, MD
(39.079543, -76.948706)"
Corporation,Faust Auto Service Inc.,Rockville Exxon At White Flint,11433 Rockville Pike,,Rockville,MD,,(301) 231-0756,1,,,,,,,03/19/2006,03/19/2009,06-MT-000304,"11433 Rockville Pike
Rockville, MD
(39.044474, -77.111517)"
Corporation,"M.R. Autoservice, Inc.","M.R. Autoservice, Inc.",15557 A & B Frederick Road,,Rockville,MD,,(240) 610-9414,1,,,,,,,07/25/2003,07/25/2006,03-MT-001277,"15557 A & B Frederick Road
Rockville, MD
(39.111183, -77.160996)"
Corporation,"GP Auto Group, LLC",GP Auto Group,12343 Carroll Avenue,,Rockville,MD,,(301) 881-5055,1,,,,,,,01/21/2014,01/21/2017,14-MT-001201,"12343 Carroll Avenue
Rockville, MD
(39.059673, -77.114055)"
Corporation,"Freedon Power Sports, Inc.",Honda PowerSports of Rockville,5412 Randolph Road,,Rockville,MD,,(240) 669-8974,0,,,,,,,06/20/2015,06/20/2016,15-MT-001831,"5412 Randolph Road
Rockville, MD
(39.053447, -77.108124)"
Corporation,"Brookville Automotives, Inc.","Brookville Automotives, Inc.",14929 Old Dover Road,,Rockville,MD,,(301) 424-2225,0,,,,,,,06/22/2016,06/23/2019,16-MT-000315,"14929 Old Dover Road
Rockville, MD
(39.100625, -77.143658)"
Corporation,"Auto Masters, LLC",Midas Total Car Care,1460 Rockville Pike,,Rockville,MD,,(301) 762-7090,0,,,,,,,05/05/2015,05/05/2018,15-MT-001816,"1460 Rockville Pike
Rockville, MD
(39.065964, -77.127289)"
Corporation,Prajyot Inc,Quince Orchard Plaza Shell,600 Quince Orchard Rd,,Gaithersburg,MD,20878,(301) 990-4344,0,,,,,,,03/28/2023,03/28/2024,21-MT-010823,"600 Quince Orchard Rd
Gaithersburg, MD 20878
(39.1419, -77.22145)"
Corporation,"A.T.R. Towing & Recovery, Inc.","A.T.R. Towing & Recovery, Inc.","7620 Maple Avenue,  #309",,Takoma Park,MD,,(240) 464-4525,0,,,,,,,07/13/2016,07/13/2017,16-MT-002153,"7620 Maple Avenue, #309
Takoma Park, MD
(38.983586, -77.006176)"
Corporation,"Geneva Enterprises, Inc.",Rosenthal Nissan - Gaithersburg,619 N. Frederick Avenue,,Gaithersburg,MD,,(301) 670-3900,0,,,,,,,10/03/2003,12/30/2004,03-MT-000169,"619 N. Frederick Avenue
Gaithersburg, MD
(39.154056, -77.21379)"
Corporation,"Hanagan, Inc.",Hanagan's,465 E Diamond Ave,,Gaithersburg,MD,20877,(301) 948-4466,0,,,,,,,01/15/2023,01/15/2026,16-MT-000263,"465 E Diamond Ave
Gaithersburg, MD 20877
(39.14089, -77.1859)"
Corporation,G M T AUTO REPAIR,G M T AUTO REPAIR,958 Sligo Avenue,,Silver Spring,MD,20910,(202) 730-6748,0,,,,,,,03/04/2019,03/04/2020,19-MT-002604,"958 Sligo Avenue
Silver Spring, MD 20910
(38.990256, -77.025832)"
Corporation,"Autotechtornics, Inc.","Autotechtronics, Inc.",12277 Nebel Street,,Rockville,MD,,(301) 881-4366,1,,,,,,,02/13/1997,02/13/2000,97-MT-000386,"12277 Nebel Street
Rockville, MD
(39.052571, -77.110663)"
Sole Proprietorship,,Pro Auto Service,8240 Fenton Street,,Silver Spring,MD,20910,(301) 585-0341,0,,,,,,,03/18/2009,03/18/2012,09-MT-001035,"8240 Fenton Street
Silver Spring, MD 20910
(38.992761, -77.024072)"
Sole Proprietorship,,Ceron Towing Services,"19717 Crystal Rock Drive, #12",,Germantown,MD,20874,(240) 644-8933,0,,,,,,,08/15/2015,08/15/2018,15-MT-001940,"19717 Crystal Rock Drive, #12
Germantown, MD 20874
(39.178691, -77.261813)"
Corporation,"Petrostations, Inc.",Kensington Shell,10515 Connecticut Avenue,,Kensington,MD,,(301) 962-5700,0,,,,,,,05/21/2013,05/21/2016,13-MT-001153,"10515 Connecticut Avenue
Kensington, MD
(39.027657, -77.076464)"
Corporation,American Oil Change Corp.,Jiffy Lube #1721,701 Russell Avenue,,Gaithersburg,MD,20877-2612,(301) 869-0638,0,,,,,,,07/10/1999,06/21/2002,99-MT-001024,"701 Russell Avenue
Gaithersburg, MD 20877-2612
(39.151037, -77.205424)"
Corporation,"Minivan Maintenance, Inc.",Minivan Maintenance,1303 East Gude Drive,,Rockville,MD,,(301) 838-5516,1,,,,,,,11/21/2015,11/21/2018,15-MT-000641,"1303 East Gude Drive
Rockville, MD
(39.09711, -77.13584)"
Corporation,"The Autopark, Inc.","The Autopark, Inc.",8061 Snouffer School Road,,Gaithersburg,MD,,(301) 670-0000,1,,,,,,,08/18/1996,08/18/1999,96-MT-001084,"8061 Snouffer School Road
Gaithersburg, MD
(39.161642, -77.164944)"
Corporation,"Titan Transport, Inc.","Titan Transport, Inc.",3715 Tolson Place,,Burtonsville,MD,,(301) 421-1119,0,None Listed,,,,,,09/16/2004,09/16/2005,04-MT-001404,"3715 Tolson Place
Burtonsville, MD
(39.108912, -76.933908)"
Corporation,"TLC Transmissions, LLC","TLC Transmissions, LLC",11908 Chapman Avenue,,Rockville,MD,,(301) 603-2642,0,,,,,,,09/21/2017,09/21/2018,17-MT-002203,"11908 Chapman Avenue
Rockville, MD
(39.052066, -77.113051)"
Corporation,"Metropolitan Auto Service, Inc.",Metropolitan Auto Service,467 East Diamond Avenue,,Gaithersburg,MD,,(301) 948-9345,0,,,,,,,10/22/2006,10/22/2009,06-MT-000171,"467 East Diamond Avenue
Gaithersburg, MD
(39.141205, -77.185285)"
Sole Proprietorship,,Funez Towing,14201 Weeping Willow Drive,,Silver Spring,MD,20906,(301) 524-9873,0,15814 Paramount Drive,,Rockville,MD,20855-,(240) 715-2803,11/19/2013,11/19/2016,13-MT-002005,"14201 Weeping Willow Drive
Silver Spring, MD 20906
(39.090061, -77.066743)"
Corporation,Euro Motorcars Bethesda LLC,Commercial Van Service Department,9030 Comprint Court,,Gaithersburg,MD,20777,(301) 881-5160,0,,,,,,,12/18/2020,12/18/2021,20-MT-006449,"9030 Comprint Court
Gaithersburg, MD 20777
(39.120093, -77.186194)"
Corporation,Salt House Corp.,Glenmont Sunoco,12321 GEORGIA AVE,,SILVER SPRING,MD,20906,(301) 949-1494,0,,,,,,,05/23/2019,05/23/2022,15-MT-000836,"12321 GEORGIA AVE
SILVER SPRING, MD 20906
(39.059207, -77.050159)"
Corporation,"European Auto Service, Inc.",European Auto Service,8806 Monard Drive,,Silver Spring,MD,,(301) 565-9023,0,,,,,,,04/05/2008,04/05/2011,08-MT-001369,"8806 Monard Drive
Silver Spring, MD
(39.000096, -77.058781)"
Corporation,Mike & Adeel Inc,Pro Autos,11430 rockville pike,,rockville,md,20852,(301) 575-6808,1,,,,,,,03/03/2020,03/03/2023,19-MT-002547,"11430 rockville pike
rockville, md 20852
(39.044439, -77.111708)"
Corporation,ELOHIM HAULAGE AND TOWING LLC,ELOHIM HAULAGE AND TOWING LLC,324 North Stonestreet Avenue,,Rockville,MD,20850,(240) 907-2243,0,324 North Stonestreet Avenue,,Rockville,MD,20850,(240) 907-2243,10/05/2020,10/05/2023,19-MT-002816,"324 North Stonestreet Avenue
Rockville, MD 20850
(39.088789, -77.148385)"
Corporation,"Latino's Auto-Tec, Inc",Latino's Auto-Tec,919 Gist Avenue,,Silver Spring,MD,20910,(202) 276-8225,0,,,,,,,04/12/2023,04/12/2026,22-MT-013096,"919 Gist Avenue
Silver Spring, MD 20910
(38.98953, -77.02461)"
Corporation,"A & G Auto Body and Repair, Inc.",A & G Auto Body and Repair,7424-C Westmore Road,,Rockville,MD,,(301) 610-7599,0,,,,,,,02/24/2014,02/24/2017,14-MT-001355,"7424-C Westmore Road
Rockville, MD
(39.099318, -77.152277)"
Corporation,"Arlington Auto Ct. Transportation, Inc.","Arlington Auto Ct., Transportation",7938 Fingerboard Road,,Frederick,MD,,(301) 674-5361,0,None Listed,,,,,,05/03/2004,05/03/2007,04-MT-001159,"7938 Fingerboard Road
Frederick, MD
(39.332817, -77.39024)"
Corporation,"Eastham's Exxon Servicenter, Inc.",Eastham's Exxon Servicenter,7100 Wisconsin Avenue,,Bethesda,MD,,(301) 652-5070,2,,,,,,,01/08/2015,01/08/2018,15-MT-000810,"7100 Wisconsin Avenue
Bethesda, MD
(38.980408, -77.092406)"
